Word,W_Length,W_TotalStrokes,W_Count,W(log),W_million,W_CD,W_CD(log),W_CD(ratio)
高,1,10,7415,3.8701,221.04,3480,3.5416,55.74
麻烦,2,21,7376,3.8678,219.87,3516,3.546,56.32
出现,2,13,7322,3.8646,218.26,3652,3.5625,58.5
打算,2,19,7315,3.8642,218.06,3288,3.5169,52.67
电影,2,20,7249,3.8603,216.09,2297,3.3612,36.79
试,1,8,7231,3.8592,215.55,3387,3.5298,54.25
身上,2,10,7228,3.859,215.46,3643,3.5615,58.35
房间,2,15,7208,3.8578,214.87,2973,3.4732,47.62
美,1,9,7200,3.8573,214.63,2722,3.4349,43.6
不管,2,18,7185,3.8564,214.18,3680,3.5658,58.95
书,1,4,7152,3.8544,213.2,2284,3.3587,36.58
特别,2,17,7131,3.8532,212.57,3478,3.5413,55.71
注意,2,21,7129,3.853,212.51,3554,3.5507,56.93
球,1,11,7121,3.8525,212.27,1763,3.2463,28.24
查,1,9,7121,3.8525,212.27,2364,3.3736,37.87
忘,1,7,7120,3.8525,212.24,3531,3.5479,56.56
甚至,2,15,7100,3.8513,211.65,3557,3.5511,56.98
保护,2,16,7094,3.8509,211.47,2895,3.4616,46.37
真正,2,15,7090,3.8506,211.35,3502,3.5443,56.09
结果,2,17,7085,3.8503,211.2,3268,3.5143,52.35
表现,2,16,7082,3.8502,211.11,2508,3.3993,40.17
拍,1,8,7076,3.8498,210.93,2295,3.3608,36.76
其实,2,16,7067,3.8492,210.66,3341,3.5239,53.52
小心,2,7,7022,3.8465,209.32,3271,3.5147,52.39
进来,2,14,6999,3.845,208.64,3531,3.5479,56.56
路,1,13,6993,3.8447,208.46,3097,3.4909,49.61
呆,1,7,6983,3.844,208.16,3072,3.4874,49.21
四,1,5,6979,3.8438,208.04,3040,3.4829,48.69
久,1,3,6966,3.843,207.65,3602,3.5565,57.7
当时,2,13,6935,3.841,206.73,3077,3.4881,49.29
或,1,8,6932,3.8409,206.64,3166,3.5005,50.71
懂,1,15,6923,3.8403,206.37,3127,3.4951,50.09
只有,2,11,6916,3.8399,206.16,3675,3.5653,58.87
怎么办,3,16,6871,3.837,204.82,3445,3.5372,55.18
第,1,11,6842,3.8352,203.96,3660,3.5635,58.63
马,1,3,6796,3.8323,202.58,2729,3.436,43.71
讲,1,6,6785,3.8315,202.26,3074,3.4877,49.24
绝对,2,14,6782,3.8314,202.17,3252,3.5122,52.09
长官,2,12,6780,3.8312,202.11,1353,3.1313,21.67
员,1,7,6763,3.8301,201.6,2180,3.3385,34.92
进去,2,12,6757,3.8298,201.42,3305,3.5192,52.94
至少,2,10,6750,3.8293,201.21,3630,3.5599,58.15
律师,2,15,6747,3.8291,201.12,1825,3.2613,29.23
喔,1,12,6700,3.8261,199.72,1527,3.1838,24.46
整个,2,19,6696,3.8258,199.6,3409,3.5326,54.61
听到,2,15,6695,3.8258,199.57,3391,3.5303,54.32
表演,2,22,6658,3.8233,198.47,1590,3.2014,25.47
正在,2,11,6653,3.823,198.32,3382,3.5292,54.17
无,1,4,6648,3.8227,198.17,3277,3.5155,52.49
已,1,3,6636,3.8219,197.81,2968,3.4725,47.54
笑,1,10,6628,3.8214,197.58,2831,3.4519,45.35
选,1,9,6619,3.8208,197.31,2424,3.3845,38.83
感到,2,21,6612,3.8203,197.1,3147,3.4979,50.41
那边,2,11,6572,3.8177,195.91,3177,3.502,50.89
远,1,7,6570,3.8176,195.85,3459,3.539,55.41
儿,1,2,6569,3.8175,195.82,2551,3.4067,40.86
故事,2,17,6551,3.8163,195.28,2656,3.4242,42.54
疯,1,9,6550,3.8162,195.25,3180,3.5024,50.94
换,1,10,6541,3.8156,194.98,3315,3.5205,53.1
结婚,2,20,6535,3.8152,194.8,2278,3.3576,36.49
猜,1,11,6521,3.8143,194.39,3308,3.5196,52.99
咱们,2,14,6519,3.8142,194.33,1551,3.1906,24.84
床,1,7,6505,3.8132,193.91,2771,3.4426,44.39
处理,2,16,6498,3.8128,193.7,3179,3.5023,50.92
妻子,2,11,6494,3.8125,193.58,2401,3.3804,38.46
进行,2,13,6485,3.8119,193.31,3024,3.4806,48.44
内,1,4,6436,3.8086,191.85,2999,3.477,48.04
是否,2,16,6434,3.8085,191.79,2955,3.4706,47.33
段,1,9,6430,3.8082,191.67,3234,3.5097,51.8
令,1,5,6425,3.8079,191.53,2819,3.4501,45.15
刚刚,2,12,6422,3.8077,191.44,3251,3.512,52.07
案子,2,13,6413,3.8071,191.17,1576,3.1976,25.24
行动,2,12,6405,3.8065,190.93,2468,3.3923,39.53
第二,2,13,6379,3.8048,190.15,3336,3.5232,53.44
努力,2,9,6360,3.8035,189.59,3031,3.4816,48.55
害怕,2,18,6346,3.8025,189.17,3009,3.4784,48.2
酒,1,10,6338,3.802,188.93,2594,3.414,41.55
发,1,5,6323,3.8009,188.48,3166,3.5005,50.71
调查,2,19,6319,3.8006,188.37,2193,3.341,35.13
失去,2,10,6314,3.8003,188.22,3133,3.496,50.18
歌,1,14,6309,3.8,188.07,1505,3.1775,24.11
成功,2,11,6305,3.7997,187.95,2972,3.473,47.61
唱,1,11,6300,3.7993,187.8,1430,3.1553,22.91
考虑,2,16,6295,3.799,187.65,3146,3.4978,50.39
刚才,2,9,6280,3.798,187.2,3161,3.4998,50.63
约会,2,12,6267,3.7971,186.82,2150,3.3324,34.44
节目,2,10,6253,3.7961,186.4,1486,3.172,23.8
通过,2,16,6216,3.7935,185.29,2799,3.447,44.83
之间,2,10,6212,3.7932,185.18,3260,3.5132,52.22
别的,2,15,6210,3.7931,185.12,3270,3.5145,52.38
学,1,8,6209,3.793,185.09,3023,3.4804,48.42
开心,2,8,6202,3.7925,184.88,2804,3.4478,44.91
母亲,2,14,6195,3.792,184.67,2364,3.3736,37.87
辆,1,11,6190,3.7917,184.52,2379,3.3764,38.11
主意,2,18,6144,3.7885,183.15,3207,3.5061,51.37
探,1,11,6140,3.7882,183.03,1491,3.1735,23.88
丈夫,2,7,6115,3.7864,182.28,2216,3.3456,35.5
待,1,9,6103,3.7855,181.93,2847,3.4544,45.6
变成,2,14,6103,3.7855,181.93,3140,3.4969,50.3
倒,1,10,6092,3.7848,181.6,3315,3.5205,53.1
离,1,10,6088,3.7845,181.48,3343,3.5241,53.55
解释,2,25,6088,3.7845,181.48,3100,3.4914,49.66
往,1,8,6083,3.7841,181.33,2964,3.4719,47.48
万,1,3,6031,3.7804,179.78,2019,3.3051,32.34
联系,2,19,6021,3.7797,179.48,2777,3.4436,44.48
派,1,9,6001,3.7782,178.89,2619,3.4181,41.95
关,1,6,5998,3.778,178.8,3111,3.4929,49.83
证明,2,15,5987,3.7772,178.47,2822,3.4506,45.2
句,1,5,5984,3.777,178.38,3286,3.5167,52.63
五,1,4,5903,3.7711,175.96,2674,3.4272,42.83
生命,2,13,5898,3.7707,175.82,2804,3.4478,44.91
有点,2,15,5897,3.7706,175.79,3207,3.5061,51.37
靠,1,15,5890,3.7701,175.58,2802,3.4475,44.88
解决,2,19,5888,3.77,175.52,2983,3.4747,47.78
办公室,3,17,5882,3.7695,175.34,2515,3.4005,40.29
难道,2,22,5875,3.769,175.13,3033,3.4819,48.58
作为,2,11,5864,3.7682,174.8,3084,3.4891,49.4
奇怪,2,16,5833,3.7659,173.88,3104,3.4919,49.72
生,1,5,5816,3.7646,173.37,2889,3.4607,46.28
由,1,5,5799,3.7634,172.86,2995,3.4764,47.97
男,1,7,5775,3.7616,172.15,2626,3.4193,42.06
极了,2,9,5771,3.7613,172.03,2559,3.4081,40.99
同意,2,19,5759,3.7603,171.67,2916,3.4648,46.71
如,1,6,5747,3.7594,171.31,3087,3.4895,49.45
游戏,2,18,5732,3.7583,170.87,2210,3.3444,35.4
帮忙,2,15,5725,3.7578,170.66,3086,3.4894,49.43
指,1,9,5719,3.7573,170.48,3031,3.4816,48.55
危险,2,15,5711,3.7567,170.24,2813,3.4492,45.06
讨厌,2,11,5691,3.7552,169.65,2875,3.4586,46.05
曾经,2,20,5689,3.755,169.59,3072,3.4874,49.21
眼睛,2,24,5673,3.7538,169.11,2758,3.4406,44.18
外面,2,14,5603,3.7484,167.02,2996,3.4765,47.99
处,1,5,5577,3.7464,166.25,2934,3.4675,47
国家,2,18,5576,3.7463,166.22,2041,3.3098,32.69
看上去,3,17,5566,3.7455,165.92,2382,3.3769,38.15
总统,2,18,5549,3.7442,165.41,934,2.9703,14.96
间,1,7,5547,3.7441,165.35,2849,3.4547,45.64
伤害,2,16,5536,3.7432,165.02,2712,3.4333,43.44
控制,2,19,5535,3.7431,164.99,2656,3.4242,42.54
最近,2,19,5532,3.7429,164.91,3096,3.4908,49.59
声音,2,16,5523,3.7422,164.64,2631,3.4201,42.14
糟,1,17,5513,3.7414,164.34,2951,3.47,47.27
快乐,2,12,5505,3.7408,164.1,2131,3.3286,34.13
偷,1,11,5501,3.7404,163.98,2338,3.3688,37.45
首,1,9,5501,3.7404,163.98,1826,3.2615,29.25
可爱,2,15,5498,3.7402,163.89,2656,3.4242,42.54
进入,2,9,5490,3.7396,163.65,2550,3.4065,40.85
能够,2,21,5483,3.739,163.44,2454,3.3899,39.31
事实上,3,19,5461,3.7373,162.79,2825,3.451,45.25
哈,1,9,5460,3.7372,162.76,2178,3.3381,34.89
醒,1,16,5457,3.737,162.67,2150,3.3324,34.44
分,1,4,5455,3.7368,162.61,2563,3.4087,41.05
完成,2,13,5450,3.7364,162.46,2601,3.4151,41.66
部,1,10,5436,3.7353,162.04,2395,3.3793,38.36
昨晚,2,20,5434,3.7351,161.98,2488,3.3959,39.85
同,1,6,5401,3.7325,161,2850,3.4548,45.65
医院,2,16,5391,3.7317,160.7,1994,3.2997,31.94
不行,2,10,5389,3.7315,160.64,2714,3.4336,43.47
半,1,5,5389,3.7315,160.64,2917,3.4649,46.72
而已,2,9,5389,3.7315,160.64,2823,3.4507,45.22
上面,2,12,5363,3.7294,159.87,2941,3.4685,47.11
样子,2,13,5337,3.7273,159.09,3007,3.4781,48.17
少,1,4,5325,3.7263,158.73,3116,3.4936,49.91
有趣,2,21,5296,3.7239,157.87,2709,3.4328,43.39
提,1,12,5283,3.7229,157.48,2832,3.4521,45.36
没关系,3,20,5276,3.7223,157.27,2887,3.4604,46.24
斯,1,12,5262,3.7212,156.86,1406,3.148,22.52
杰克,2,15,5239,3.7192,156.17,439,2.6425,7.03
真的,2,18,5235,3.7189,156.05,2913,3.4643,46.66
部分,2,14,5232,3.7187,155.96,2783,3.4445,44.58
要求,2,16,5217,3.7174,155.52,2731,3.4363,43.74
糟糕,2,33,5213,3.7171,155.4,2805,3.4479,44.93
除了,2,11,5147,3.7116,153.43,3210,3.5065,51.42
容易,2,18,5146,3.7115,153.4,3062,3.486,49.05
保持,2,18,5144,3.7113,153.34,2808,3.4484,44.98
虽然,2,21,5141,3.711,153.25,2915,3.4646,46.69
办,1,4,5139,3.7109,153.19,2818,3.4499,45.14
教,1,11,5127,3.7099,152.83,2420,3.3838,38.76
想到,2,21,5127,3.7099,152.83,3101,3.4915,49.67
理解,2,24,5125,3.7097,152.77,2818,3.4499,45.14
证据,2,18,5118,3.7091,152.56,1865,3.2707,29.87
加,1,5,5110,3.7084,152.33,2674,3.4272,42.83
脸,1,11,5093,3.707,151.82,2608,3.4163,41.77
简单,2,21,5089,3.7066,151.7,2980,3.4742,47.73
不同,2,10,5087,3.7065,151.64,2808,3.4484,44.98
夫人,2,6,5082,3.706,151.49,1691,3.2281,27.09
父母,2,9,5081,3.7059,151.46,2204,3.3432,35.3
重,1,9,5079,3.7058,151.4,2860,3.4564,45.81
恩,1,10,5073,3.7053,151.22,1435,3.1569,22.99
曾,1,12,5051,3.7034,150.57,2610,3.4166,41.81
事实,2,16,5029,3.7015,149.91,2683,3.4286,42.98
飞机,2,9,5020,3.7007,149.64,1616,3.2084,25.88
家庭,2,19,5017,3.7004,149.55,2435,3.3865,39
象,1,11,5011,3.6999,149.37,1352,3.131,21.66
装,1,12,5006,3.6995,149.23,2820,3.4502,45.17
秘密,2,21,5001,3.6991,149.08,2368,3.3744,37.93
法,1,8,4997,3.6987,148.96,2531,3.4033,40.54
尸体,2,10,4994,3.6984,148.87,1696,3.2294,27.17
打开,2,9,4989,3.698,148.72,2503,3.3985,40.09
季,1,8,4967,3.6961,148.06,3420,3.534,54.78
检查,2,20,4967,3.6961,148.06,2347,3.3705,37.59
早上,2,9,4953,3.6949,147.65,2785,3.4448,44.61
玩笑,2,18,4933,3.6931,147.05,2848,3.4545,45.62
任务,2,11,4929,3.6928,146.93,1850,3.2672,29.63
现场,2,14,4917,3.6917,146.57,1909,3.2808,30.58
使,1,8,4915,3.6915,146.51,2531,3.4033,40.54
转,1,8,4884,3.6888,145.59,2519,3.4012,40.35
博士,2,15,4881,3.6885,145.5,889,2.9489,14.24
直到,2,16,4866,3.6872,145.05,2940,3.4683,47.09
紧张,2,17,4855,3.6862,144.72,2443,3.3879,39.13
二,1,2,4849,3.6857,144.55,2359,3.3727,37.79
简直,2,21,4843,3.6851,144.37,2560,3.4082,41.01
放弃,2,15,4823,3.6833,143.77,2525,3.4023,40.45
小子,2,6,4818,3.6829,143.62,1918,3.2828,30.72
电视,2,13,4816,3.6827,143.56,2128,3.328,34.09
强,1,12,4814,3.6825,143.5,2046,3.3109,32.77
不好意思,4,32,4805,3.6817,143.23,2330,3.3674,37.32
大概,2,16,4804,3.6816,143.2,2625,3.4191,42.05
的确,2,20,4803,3.6815,143.17,2368,3.3744,37.93
特,1,10,4792,3.6805,142.85,1626,3.2111,26.05
药,1,9,4788,3.6802,142.73,1926,3.2847,30.85
回到,2,14,4787,3.6801,142.7,2601,3.4151,41.66
男孩,2,16,4779,3.6793,142.46,2058,3.3134,32.96
音乐,2,14,4776,3.6791,142.37,1721,3.2358,27.57
身体,2,14,4764,3.678,142.01,2403,3.3808,38.49
血,1,6,4749,3.6766,141.56,1944,3.2887,31.14
留下,2,13,4720,3.6739,140.7,2787,3.4451,44.64
方式,2,10,4711,3.6731,140.43,2707,3.4325,43.36
伤,1,6,4709,3.6729,140.37,2608,3.4163,41.77
怪,1,8,4705,3.6726,140.25,2378,3.3762,38.09
美元,2,13,4701,3.6722,140.13,1774,3.249,28.42
监狱,2,19,4671,3.6694,139.24,1775,3.2492,28.43
读,1,10,4661,3.6685,138.94,2269,3.3558,36.34
这边,2,12,4651,3.6675,138.64,2442,3.3877,39.12
重新,2,22,4637,3.6662,138.23,2703,3.4318,43.3
瞧,1,17,4634,3.666,138.14,1993,3.2995,31.92
疯狂,2,16,4632,3.6658,138.08,2525,3.4023,40.45
收到,2,14,4605,3.6632,137.27,2229,3.3481,35.7
其中,2,12,4603,3.663,137.21,2702,3.4317,43.28
片,1,4,4597,3.6625,137.03,2420,3.3838,38.76
想法,2,21,4574,3.6603,136.35,2586,3.4126,41.42
纽约,2,13,4566,3.6595,136.11,1494,3.1744,23.93
家里,2,17,4563,3.6593,136.02,2643,3.4221,42.34
黑,1,12,4563,3.6593,136.02,2018,3.3049,32.32
身,1,7,4526,3.6557,134.92,2627,3.4195,42.08
还要,2,16,4524,3.6555,134.86,2847,3.4544,45.6
作,1,7,4501,3.6533,134.17,2431,3.3858,38.94
后面,2,15,4500,3.6532,134.14,2626,3.4193,42.06
性,1,8,4493,3.6525,133.93,2136,3.3296,34.21
带来,2,16,4492,3.6524,133.9,2657,3.4244,42.56
昨天,2,13,4483,3.6516,133.64,2527,3.4026,40.48
不好,2,10,4482,3.6515,133.61,2663,3.4254,42.66
抓住,2,14,4481,3.6514,133.58,2240,3.3502,35.88
记录,2,13,4480,3.6513,133.55,2082,3.3185,33.35
点儿,2,11,4472,3.6505,133.31,1346,3.129,21.56
老兄,2,11,4467,3.65,133.16,1520,3.1818,24.35
来自,2,13,4462,3.6495,133.01,2316,3.3647,37.1
越,1,12,4457,3.649,132.86,1800,3.2553,28.83
大学,2,11,4455,3.6488,132.8,1834,3.2634,29.38
照顾,2,23,4451,3.6485,132.68,2354,3.3718,37.71
太太,2,8,4432,3.6466,132.12,1494,3.1744,23.93
聪明,2,23,4415,3.6449,131.61,2503,3.3985,40.09
本来,2,12,4415,3.6449,131.61,2723,3.435,43.62
加油,2,13,4411,3.6445,131.49,1344,3.1284,21.53
实际上,3,18,4410,3.6444,131.46,2344,3.37,37.55
甜,1,11,4400,3.6435,131.16,1890,3.2765,30.27
怕,1,8,4395,3.643,131.01,2362,3.3733,37.83
多久,2,9,4392,3.6427,130.92,2650,3.4232,42.45
并且,2,11,4389,3.6424,130.83,2116,3.3255,33.89
直接,2,19,4383,3.6418,130.65,2707,3.4325,43.36
对于,2,8,4373,3.6408,130.36,2395,3.3793,38.36
记,1,5,4372,3.6407,130.33,2513,3.4002,40.25
突然,2,21,4366,3.6401,130.15,2651,3.4234,42.46
啥,1,11,4366,3.6401,130.15,1529,3.1844,24.49
开枪,2,12,4365,3.64,130.12,1610,3.2068,25.79
声,1,7,4315,3.635,128.63,2495,3.3971,39.96
除非,2,17,4299,3.6334,128.15,2716,3.4339,43.5
集,1,12,4294,3.6329,128,3476,3.5411,55.68
店,1,8,4293,3.6328,127.97,1852,3.2676,29.67
酷,1,14,4289,3.6324,127.85,1974,3.2953,31.62
正常,2,16,4281,3.6315,127.61,2326,3.3666,37.26
死亡,2,9,4274,3.6308,127.41,1967,3.2938,31.51
终于,2,11,4273,3.6307,127.38,2628,3.4196,42.1
拥有,2,14,4267,3.6301,127.2,2391,3.3786,38.3
警,1,19,4243,3.6277,126.48,1188,3.0748,19.03
船,1,11,4243,3.6277,126.48,1133,3.0542,18.15
付,1,5,4235,3.6269,126.24,2161,3.3347,34.61
派对,2,14,4231,3.6264,126.12,1325,3.1222,21.22
遍,1,12,4218,3.6251,125.74,2546,3.4059,40.78
步,1,7,4208,3.6241,125.44,2342,3.3696,37.51
不再,2,10,4205,3.6238,125.35,2571,3.4101,41.18
鬼,1,9,4202,3.6235,125.26,1952,3.2905,31.27
咖啡,2,19,4195,3.6227,125.05,1928,3.2851,30.88
傻,1,13,4192,3.6224,124.96,2233,3.3489,35.77
阻止,2,11,4179,3.6211,124.57,2176,3.3377,34.86
想象,2,24,4177,3.6209,124.51,2549,3.4064,40.83
冷静,2,21,4176,3.6208,124.48,2143,3.331,34.33
方法,2,12,4174,3.6206,124.42,2435,3.3865,39
犯,1,5,4145,3.6175,123.56,2460,3.3909,39.4
扔,1,5,4145,3.6175,123.56,2246,3.3514,35.98
祝,1,9,4136,3.6166,123.29,2386,3.3777,38.22
能力,2,12,4136,3.6166,123.29,1924,3.2842,30.82
完美,2,16,4134,3.6164,123.23,2249,3.352,36.02
克,1,7,4128,3.6157,123.05,1230,3.0899,19.7
口,1,3,4127,3.6156,123.02,2431,3.3858,38.94
目标,2,14,4123,3.6152,122.9,1836,3.2639,29.41
耶,1,8,4120,3.6149,122.81,1410,3.1492,22.59
日,1,4,4114,3.6143,122.64,1859,3.2693,29.78
有关,2,12,4102,3.613,122.28,2399,3.38,38.43
精神,2,23,4099,3.6127,122.19,2250,3.3522,36.04
另外,2,10,4098,3.6126,122.16,2477,3.3939,39.68
放松,2,16,4092,3.6119,121.98,2194,3.3412,35.14
丢,1,6,4088,3.6115,121.86,2340,3.3692,37.48
休息,2,16,4075,3.6101,121.47,2273,3.3566,36.41
每天,2,11,4072,3.6098,121.38,2514,3.4004,40.27
回答,2,18,4070,3.6096,121.32,2298,3.3614,36.81
凶手,2,8,4064,3.609,121.15,1121,3.0496,17.96
负责,2,14,4060,3.6085,121.03,2252,3.3526,36.07
命,1,8,4060,3.6085,121.03,2302,3.3621,36.87
外,1,5,4058,3.6083,120.97,2363,3.3735,37.85
碰,1,13,4055,3.608,120.88,2245,3.3512,35.96
介意,2,17,4053,3.6078,120.82,2426,3.3849,38.86
梦,1,11,4053,3.6078,120.82,1604,3.2052,25.69
试试,2,16,4052,3.6077,120.79,2569,3.4098,41.15
那天,2,10,4033,3.6056,120.22,2247,3.3516,35.99
系统,2,16,3999,3.602,119.21,1575,3.1973,25.23
睡觉,2,22,3999,3.602,119.21,2233,3.3489,35.77
滚,1,13,3992,3.6012,119,1940,3.2878,31.07
谋杀,2,17,3989,3.6009,118.91,1543,3.1884,24.72
礼物,2,13,3988,3.6008,118.88,1836,3.2639,29.41
那种,2,15,3987,3.6006,118.85,2464,3.3916,39.47
戴,1,17,3987,3.6006,118.85,2135,3.3294,34.2
各位,2,13,3982,3.6001,118.7,1753,3.2438,28.08
错误,2,22,3979,3.5998,118.61,2284,3.3587,36.58
子,1,3,3972,3.599,118.4,2009,3.303,32.18
随便,2,20,3971,3.5989,118.37,2521,3.4016,40.38
头发,2,10,3955,3.5971,117.9,1995,3.2999,31.96
藏,1,17,3933,3.5947,117.24,2170,3.3365,34.76
关心,2,10,3926,3.594,117.03,2338,3.3688,37.45
底,1,8,3925,3.5938,117,2546,3.4059,40.78
干吗,2,9,3924,3.5937,116.97,1610,3.2068,25.79
兴趣,2,21,3922,3.5935,116.91,2347,3.3705,37.59
情,1,11,3915,3.5927,116.7,2496,3.3972,39.98
报告,2,14,3912,3.5924,116.61,1889,3.2762,30.26
从没,2,11,3907,3.5918,116.47,2401,3.3804,38.46
替,1,12,3906,3.5917,116.44,2071,3.3162,33.17
面,1,9,3906,3.5917,116.44,2269,3.3558,36.34
经历,2,12,3901,3.5912,116.29,2278,3.3576,36.49
六,1,4,3898,3.5908,116.2,2070,3.316,33.16
飞,1,3,3894,3.5904,116.08,1785,3.2516,28.59
老师,2,12,3879,3.5887,115.63,1170,3.0682,18.74
气,1,4,3864,3.587,115.18,2326,3.3666,37.26
不用,2,9,3859,3.5865,115.03,2526,3.4024,40.46
小孩,2,12,3859,3.5865,115.03,1846,3.2662,29.57
人类,2,11,3857,3.5862,114.97,1372,3.1374,21.98
冲,1,6,3852,3.5857,114.83,2091,3.3204,33.49
自由,2,11,3848,3.5852,114.71,1834,3.2634,29.38
支持,2,13,3841,3.5844,114.5,2025,3.3064,32.44
星期,2,21,3837,3.584,114.38,2080,3.3181,33.32
脚,1,11,3836,3.5839,114.35,2058,3.3134,32.96
很快,2,16,3836,3.5839,114.35,2420,3.3838,38.76
毁,1,13,3836,3.5839,114.35,2297,3.3612,36.79
生气,2,9,3828,3.583,114.11,2216,3.3456,35.5
建议,2,13,3819,3.5819,113.84,2332,3.3677,37.35
做到,2,19,3817,3.5817,113.78,2100,3.3222,33.64
套,1,10,3816,3.5816,113.75,2295,3.3608,36.76
哭,1,10,3813,3.5813,113.66,1814,3.2586,29.06
屁股,2,15,3804,3.5802,113.39,1753,3.2438,28.08
生日,2,9,3800,3.5798,113.28,1299,3.1136,20.81
晚安,2,17,3796,3.5793,113.16,1796,3.2543,28.77
否则,2,13,3796,3.5793,113.16,2341,3.3694,37.5
画,1,8,3795,3.5792,113.13,1289,3.1103,20.65
病,1,10,3793,3.579,113.07,1795,3.2541,28.75
线,1,8,3791,3.5788,113.01,1873,3.2725,30
光,1,6,3779,3.5774,112.65,2227,3.3477,35.67
安排,2,17,3776,3.577,112.56,2247,3.3516,35.99
神,1,9,3776,3.577,112.56,1590,3.2014,25.47
年轻,2,15,3776,3.577,112.56,2226,3.3475,35.66
操,1,16,3775,3.5769,112.53,1010,3.0043,16.18
下面,2,12,3771,3.5765,112.41,2234,3.3491,35.78
姑娘,2,18,3765,3.5758,112.23,1645,3.2162,26.35
道,1,12,3757,3.5748,111.99,2041,3.3098,32.69
按,1,9,3752,3.5743,111.84,2275,3.357,36.44
钥匙,2,20,3751,3.5741,111.81,1556,3.192,24.92
法官,2,16,3749,3.5739,111.76,800,2.9031,12.81
包,1,5,3748,3.5738,111.73,1957,3.2916,31.35
腿,1,13,3747,3.5737,111.7,1873,3.2725,30
自,1,6,3743,3.5732,111.58,2220,3.3464,35.56
选手,2,13,3732,3.5719,111.25,647,2.8109,10.36
信息,2,19,3725,3.5711,111.04,1896,3.2778,30.37
整,1,16,3708,3.5691,110.53,2404,3.3809,38.51
投票,2,18,3701,3.5683,110.32,659,2.8189,10.56
哥哥,2,20,3700,3.5682,110.29,1380,3.1399,22.1
手术,2,9,3695,3.5676,110.15,980,2.9912,15.7
必要,2,14,3695,3.5676,110.15,2411,3.3822,38.62
身边,2,12,3694,3.5675,110.12,2324,3.3662,37.23
知,1,8,3687,3.5667,109.91,2275,3.357,36.44
任何人,3,15,3672,3.5649,109.46,2386,3.3777,38.22
票,1,11,3664,3.564,109.22,1208,3.0821,19.35
撒谎,2,26,3663,3.5638,109.19,1978,3.2962,31.68
武器,2,24,3654,3.5628,108.92,1476,3.1691,23.64
痛苦,2,20,3648,3.5621,108.74,2074,3.3168,33.22
全部,2,16,3635,3.5605,108.36,2204,3.3432,35.3
手机,2,10,3634,3.5604,108.33,1579,3.1984,25.29
忘记,2,12,3632,3.5601,108.27,2202,3.3428,35.27
存在,2,12,3627,3.5595,108.12,2066,3.3151,33.09
首先,2,15,3624,3.5592,108.03,2357,3.3724,37.75
组,1,8,3623,3.5591,108,1430,3.1553,22.91
照,1,13,3617,3.5583,107.82,2152,3.3328,34.47
交,1,6,3614,3.558,107.73,2188,3.34,35.05
以及,2,7,3610,3.5575,107.61,1941,3.288,31.09
十,1,2,3610,3.5575,107.61,2044,3.3105,32.74
台,1,5,3604,3.5568,107.43,1803,3.256,28.88
搬,1,13,3598,3.5561,107.25,1868,3.2714,29.92
个人,2,5,3597,3.5559,107.22,2323,3.366,37.21
代表,2,13,3586,3.5546,106.9,2066,3.3151,33.09
坚持,2,16,3584,3.5544,106.84,2134,3.3292,34.18
意义,2,16,3580,3.5539,106.72,2259,3.3539,36.18
楼,1,13,3580,3.5539,106.72,1787,3.2521,28.62
承认,2,12,3575,3.5533,106.57,2227,3.3477,35.67
发誓,2,19,3570,3.5527,106.42,2209,3.3442,35.38
理由,2,16,3570,3.5527,106.42,2271,3.3562,36.38
显然,2,21,3566,3.5522,106.3,2211,3.3446,35.42
局,1,7,3563,3.5518,106.21,1411,3.1495,22.6
政府,2,17,3549,3.5501,105.79,1451,3.1617,23.24
这次,2,13,3548,3.55,105.76,2316,3.3647,37.1
生意,2,18,3546,3.5497,105.7,1606,3.2057,25.72
眼,1,11,3539,3.5489,105.5,2073,3.3166,33.21
火,1,4,3536,3.5485,105.41,1977,3.296,31.67
遇到,2,20,3536,3.5485,105.41,2246,3.3514,35.98
猫,1,11,3524,3.547,105.05,1226,3.0885,19.64
即使,2,15,3516,3.546,104.81,2191,3.3406,35.1
记住,2,12,3514,3.5458,104.75,2188,3.34,35.05
到处,2,13,3511,3.5454,104.66,2278,3.3576,36.49
幸运,2,15,3500,3.5441,104.33,2211,3.3446,35.42
卡,1,5,3496,3.5436,104.21,1466,3.1661,23.48
洗,1,9,3495,3.5434,104.18,1918,3.2828,30.72
那时,2,13,3494,3.5433,104.15,2105,3.3233,33.72
干什么,3,10,3492,3.5431,104.09,2025,3.3064,32.44
事儿,2,10,3489,3.5427,104,1211,3.0831,19.4
混,1,11,3482,3.5418,103.8,1768,3.2475,28.32
犯罪,2,18,3469,3.5402,103.41,1619,3.2092,25.93
挂,1,9,3463,3.5395,103.23,2075,3.317,33.24
跳舞,2,27,3459,3.539,103.11,1174,3.0697,18.81
白痴,2,18,3446,3.5373,102.72,1771,3.2482,28.37
信任,2,15,3441,3.5367,102.57,1800,3.2553,28.83
新闻,2,22,3441,3.5367,102.57,1620,3.2095,25.95
未来,2,12,3440,3.5366,102.54,1703,3.2312,27.28
道歉,2,26,3439,3.5364,102.51,1944,3.2887,31.14
可怜,2,13,3428,3.535,102.19,2103,3.3228,33.69
实在,2,14,3426,3.5348,102.13,2005,3.3021,32.12
骗,1,12,3419,3.5339,101.92,1995,3.2999,31.96
加入,2,7,3418,3.5338,101.89,1960,3.2923,31.4
